source,source_file,frame,year,row_index,topic,measure_name,numeric_value
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_3,163412740.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_4,34.8
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_5,34.44
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_6,21908155353.70481
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_7,4665.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_8,4617.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_9,16735364519.62227
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_10,3563.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_11,3527.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_12,668494741.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_13,3884303003.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_14,1350622.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,23,2019 | 4744643 | 4696423 | 163412740 | 34.8 | 34.44 | 21908155353.70481 | 4665 | 4617 | 16735364519.62227 | 3563 | 3527 | 668494741 | 3884303003 | 1350622 | 71,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_15,71.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_0,2020.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_1,4291470.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_2,4169181.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_3,138279454.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_4,33.17
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_5,32.22
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_6,19274718837.3517
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_7,4623.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_8,4491.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_9,14941522933.48871
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_10,3584.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_11,3482.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_12,623994146.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_13,3368165197.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_14,1019487.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,24,2020 | 4291470 | 4169181 | 138279454 | 33.17 | 32.22 | 19274718837.3517 | 4623 | 4491 | 14941522933.48871 | 3584 | 3482 | 623994146 | 3368165197 | 1019487 | 74,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_15,74.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_0,2021.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_1,3774493.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_2,3839633.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_3,130798329.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_4,34.07
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_5,34.65
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_6,18655358621.18232
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_7,4859.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_8,4942.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_9,14615752239.18633
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_10,3807.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_11,3872.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_12,581626521.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_13,3197039860.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_14,699163.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,25,2021 | 3774493 | 3839633 | 130798329 | 34.07 | 34.65 | 18655358621.18232 | 4859 | 4942 | 14615752239.18633 | 3807 | 3872 | 581626521 | 3197039860 | 699163 | 65,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_15,65.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_0,2022.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_1,3298923.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_2,3597852.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_3,112138235.0
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_4,31.17
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_5,33.99
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_6,16777685597.11416
CMS Program Statistics Physician Supplier,MDCR PHYSSUPP_CPS10UPS_2023.xlsx,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS,2026,26,2022 | 3298923 | 3597852 | 112138235 | 31.17 | 33.99 | 16777685597.11416 | 4663 | 5086 | 12910615827.6827 | 3588 | 3914 | 566894938 | 2877894425 | 685802 | 75,MDCR PHYSSUPP_CPS10UPS_2023.xlsx::MDCR PHYSSUPP 1_CPS_10UPS::cell_7,4663.0
